300,20240101,0.205091,0.205091,0.170189,0.170189,0.149811,0.149811,0.138401,0.138401,0.135359,0.135359,0.136921,0.136921,0.146584,0.146584,0.152350,0.152350,0.153898,0.153898,0.156758,0.156758,0.164647,0.164647,0.180990,0.180990,0.219355,0.219355,0.275235,0.275235,0.328562,0.328562,0.292273,0.292273,0.302259,0.302259,0.334004,0.334004,0.331618,0.331618,0.217858,0.217858,0.275074,0.275074,0.266220,0.266220,0.233559,0.233559,0.195040,0.195040
300,20240102,0.204610,0.204610,0.153624,0.153624,0.154413,0.154413,0.140589,0.140589,0.135600,0.135600,0.137724,0.137724,0.147168,0.147168,0.158524,0.158524,0.154055,0.154055,0.166225,0.166225,0.171583,0.171583,0.181654,0.181654,0.202017,0.202017,0.215508,0.215508,0.211470,0.211470,0.248945,0.248945,0.310965,0.310965,0.383124,0.383124,0.418292,0.418292,0.277700,0.277700,0.348156,0.348156,0.306861,0.306861,0.257730,0.257730,0.213126,0.213126
300,20240103,0.220972,0.220972,0.180171,0.180171,0.158875,0.158875,0.148206,0.148206,0.144329,0.144329,0.145945,0.145945,0.155323,0.155323,0.169646,0.169646,0.176107,0.176107,0.188545,0.188545,0.190167,0.190167,0.189401,0.189401,0.186158,0.186158,0.173888,0.173888,0.172103,0.172103,0.176719,0.176719,0.200736,0.200736,0.245043,0.245043,0.286051,0.286051,0.242150,0.242150,0.285249,0.285249,0.266370,0.266370,0.234937,0.234937,0.199621,0.199621
300,20240104,0.208818,0.208818,0.171865,0.171865,0.150150,0.150150,0.140348,0.140348,0.137297,0.137297,0.140285,0.140285,0.147800,0.147800,0.163812,0.163812,0.164717,0.164717,0.171599,0.171599,0.173812,0.173812,0.178480,0.178480,0.185511,0.185511,0.192088,0.192088,0.218108,0.218108,0.252291,0.252291,0.293532,0.293532,0.341507,0.341507,0.387199,0.387199,0.282582,0.282582,0.374279,0.374279,0.335267,0.335267,0.283536,0.283536,0.233187,0.233187
300,20240105,0.234274,0.234274,0.189116,0.189116,0.163744,0.163744,0.151418,0.151418,0.144726,0.144726,0.143032,0.143032,0.145330,0.145330,0.148826,0.148826,0.163992,0.163992,0.186048,0.186048,0.208209,0.208209,0.239390,0.239390,0.282521,0.282521,0.324209,0.324209,0.363653,0.363653,0.400335,0.400335,0.453505,0.453505,0.500886,0.500886,0.547472,0.547472,0.348517,0.348517,0.497427,0.497427,0.449799,0.449799,0.379218,0.379218,0.307798,0.307798
300,20240106,0.288668,0.288668,0.236773,0.236773,0.207753,0.207753,0.194245,0.194245,0.186473,0.186473,0.182270,0.182270,0.179421,0.179421,0.180697,0.180697,0.180792,0.180792,0.213950,0.213950,0.236560,0.236560,0.245262,0.245262,0.272870,0.272870,0.262808,0.262808,0.234025,0.234025,0.241805,0.241805,0.258741,0.258741,0.291187,0.291187,0.305823,0.305823,0.256366,0.256366,0.296212,0.296212,0.275743,0.275743,0.241771,0.241771,0.204181,0.204181
300,20240107,0.215455,0.215455,0.179603,0.179603,0.157885,0.157885,0.148823,0.148823,0.145988,0.145988,0.148793,0.148793,0.162440,0.162440,0.186278,0.186278,0.194330,0.194330,0.221551,0.221551,0.231318,0.231318,0.248732,0.248732,0.236965,0.236965,0.226743,0.226743,0.235902,0.235902,0.243319,0.243319,0.266060,0.266060,0.325630,0.325630,0.340375,0.340375,0.274109,0.274109,0.309291,0.309291,0.278683,0.278683,0.237209,0.237209,0.197376,0.197376
300,20240108,0.207609,0.207609,0.172842,0.172842,0.151217,0.151217,0.141288,0.141288,0.138146,0.138146,0.144889,0.144889,0.154343,0.154343,0.157830,0.157830,0.168901,0.168901,0.175335,0.175335,0.170324,0.170324,0.168163,0.168163,0.170627,0.170627,0.171924,0.171924,0.178319,0.178319,0.196723,0.196723,0.230544,0.230544,0.281864,0.281864,0.326714,0.326714,0.257247,0.257247,0.327260,0.327260,0.303613,0.303613,0.258918,0.258918,0.207917,0.207917
300,20240109,0.211492,0.211492,0.175139,0.175139,0.153422,0.153422,0.144077,0.144077,0.140520,0.140520,0.146542,0.146542,0.154119,0.154119,0.160466,0.160466,0.165754,0.165754,0.174880,0.174880,0.193789,0.193789,0.215378,0.215378,0.230457,0.230457,0.244470,0.244470,0.260129,0.260129,0.289453,0.289453,0.315243,0.315243,0.360196,0.360196,0.389328,0.389328,0.263224,0.263224,0.334506,0.334506,0.297324,0.297324,0.249299,0.249299,0.204790,0.204790
300,20240110,0.210910,0.210910,0.174923,0.174923,0.155044,0.155044,0.146465,0.146465,0.142622,0.142622,0.147994,0.147994,0.157530,0.157530,0.165095,0.165095,0.174760,0.174760,0.175912,0.175912,0.169602,0.169602,0.157815,0.157815,0.163072,0.163072,0.170715,0.170715,0.182499,0.182499,0.202448,0.202448,0.237076,0.237076,0.287806,0.287806,0.328634,0.328634,0.250877,0.250877,0.313502,0.313502,0.287970,0.287970,0.243981,0.243981,0.200555,0.200555
300,20240111,0.207114,0.207114,0.170570,0.170570,0.151254,0.151254,0.141652,0.141652,0.139453,0.139453,0.145272,0.145272,0.156602,0.156602,0.158989,0.158989,0.162198,0.162198,0.170077,0.170077,0.189601,0.189601,0.230294,0.230294,0.279587,0.279587,0.340184,0.340184,0.398704,0.398704,0.478324,0.478324,0.516909,0.516909,0.592724,0.592724,0.631999,0.631999,0.378330,0.378330,0.531775,0.531775,0.433908,0.433908,0.343332,0.343332,0.265733,0.265733
300,20240112,0.254763,0.254763,0.207822,0.207822,0.181297,0.181297,0.167426,0.167426,0.158988,0.158988,0.156312,0.156312,0.161554,0.161554,0.158032,0.158032,0.175706,0.175706,0.214374,0.214374,0.215017,0.215017,0.195800,0.195800,0.193596,0.193596,0.194008,0.194008,0.208390,0.208390,0.214235,0.214235,0.234443,0.234443,0.254209,0.254209,0.245622,0.245622,0.229247,0.229247,0.267870,0.267870,0.260160,0.260160,0.233658,0.233658,0.200212,0.200212
300,20240113,0.212942,0.212942,0.174792,0.174792,0.152722,0.152722,0.141731,0.141731,0.136605,0.136605,0.137559,0.137559,0.139185,0.139185,0.139735,0.139735,0.160040,0.160040,0.176797,0.176797,0.181173,0.181173,0.179109,0.179109,0.179889,0.179889,0.182682,0.182682,0.188699,0.188699,0.198086,0.198086,0.237800,0.237800,0.286343,0.286343,0.305339,0.305339,0.238803,0.238803,0.288333,0.288333,0.269034,0.269034,0.234326,0.234326,0.193668,0.193668
300,20240114,0.204260,0.204260,0.171090,0.171090,0.148054,0.148054,0.140321,0.140321,0.137734,0.137734,0.144745,0.144745,0.151788,0.151788,0.154643,0.154643,0.159150,0.159150,0.164970,0.164970,0.168652,0.168652,0.178761,0.178761,0.192595,0.192595,0.220219,0.220219,0.254403,0.254403,0.302048,0.302048,0.363190,0.363190,0.428895,0.428895,0.506736,0.506736,0.323437,0.323437,0.441385,0.441385,0.383553,0.383553,0.310314,0.310314,0.246691,0.246691
